ZONE,PRIMARY,SECONDARY,DIRECTIONS 1,IMAGE URL 1,DIRECTIONS 2,IMAGE URL 2,DIRECTIONS 3,IMAGE URL 3,DIRECTIONS 4,IMAGE URL 4
Zone 1,A1,S1,Take a left through doors,https://i.imgur.com/HHDrbTv.jpg
Zone 1,A1,S12,Take a right through doors,https://i.imgur.com/WdXw58J.jpg
Zone 1,A1,S13,Continue straight,https://i.imgur.com/i6KFyzX.jpg,Take a right through doors,https://i.imgur.com/ZLEnhmX.jpg
Zone 1,A1,S14,Continue straight,https://i.imgur.com/i6KFyzX.jpg,Take a right through doors,https://i.imgur.com/vXcXVL8.jpg
Zone 1,A1,S91,Continue straight,https://i.imgur.com/i6KFyzX.jpg,Take a slight left through doors,https://i.imgur.com/GI6fOwx.jpg
Zone 1,A2,S1,Take a slight right through doors,https://i.imgur.com/esQO5ke.jpg
Zone 1,A2,S12,Turn left,https://i.imgur.com/rE9bhfF.jpg,Take a right through doors,https://i.imgur.com/WdXw58J.jpg
Zone 1,A2,S13,Turn left,https://i.imgur.com/rE9bhfF.jpg,Continue straight,https://i.imgur.com/i6KFyzX.jpg,Take a right through doors,https://i.imgur.com/ZLEnhmX.jpg
Zone 1,A2,S14,Turn left,https://i.imgur.com/rE9bhfF.jpg,Continue straight,https://i.imgur.com/i6KFyzX.jpg,Take a right through doors,https://i.imgur.com/vXcXVL8.jpg
Zone 1,A2,S91,Turn left,https://i.imgur.com/rE9bhfF.jpg,Continue straight,https://i.imgur.com/i6KFyzX.jpg,Take a slight left,https://i.imgur.com/GI6fOwx.jpg
Zone 1,A3,S1,Turn right,https://i.imgur.com/TujUXv3.jpg,Continue straight,https://i.imgur.com/FgxdkgI.jpg,Take a slight right through doors,https://i.imgur.com/eLdGe4z.jpg
Zone 1,A3,S12,Turn right,https://i.imgur.com/TujUXv3.jpg,Continue straight,https://i.imgur.com/FgxdkgI.jpg,Take a left through doors,https://i.imgur.com/uDPXmLD.jpg
Zone 1,A3,S13,Turn right,https://i.imgur.com/TujUXv3.jpg,Take a left through doors,https://i.imgur.com/i8Gu1IC.jpg
Zone 1,A3,S14,Continue straight through doors,https://i.imgur.com/9EH5KUU.jpg
Zone 1,A3,S91,Turn right,https://i.imgur.com/TujUXv3.jpg,Take a slight right,https://i.imgur.com/NsDrzOK.jpg
Zone 1,A4,S1,Continue straight,https://i.imgur.com/wx26S7f.jpg,Take a slight right through doors,https://i.imgur.com/eLdGe4z.jpg
Zone 1,A4,S12,Continue straight,https://i.imgur.com/wx26S7f.jpg,Take a left through doors,https://i.imgur.com/uDPXmLD.jpg
Zone 1,A4,S13,Continue straight,https://i.imgur.com/wx26S7f.jpg,Take a left through doors,https://i.imgur.com/i8Gu1IC.jpg
Zone 1,A4,S14,Continue straight,https://i.imgur.com/wx26S7f.jpg,Take a left through doors,https://i.imgur.com/wJRMdK7.jpg
